id;bimanual_dexterity;depth_perception;efficiency;tissue_handling;rater;GRS
blaox;4.0;4.0;5.0;5.0;3;18.0
bliux;4.0;4.0;4.0;4.0;3;16.0
bloarr;2.0;2.0;3.0;4.0;3;11.0
blouf;3.0;4.0;5.0;5.0;3;17.0
bloufy;5.0;4.0;5.0;5.0;3;19.0
breest;2.0;3.0;4.0;5.0;3;14.0
breiacs;4.0;4.0;5.0;4.0;3;17.0
broeds;4.0;4.0;4.0;4.0;3;16.0
broegy;3.0;3.0;4.0;4.0;3;14.0
broiss;4.0;4.0;4.0;4.0;3;16.0
broun;4.0;3.0;4.0;4.0;3;15.0
buv;3.0;3.0;3.0;3.0;3;12.0
chaaps;3.0;2.0;2.0;4.0;3;11.0
cheorly;4.0;4.0;4.0;5.0;3;17.0
choelt;3.0;5.0;4.0;5.0;3;17.0
chreels;4.0;5.0;4.0;5.0;3;18.0
chreex;4.0;4.0;4.0;3.0;3;15.0
chriath;2.0;4.0;3.0;3.0;3;12.0
chrieund;4.0;4.0;4.0;3.0;3;15.0
ciaorth;3.0;4.0;4.0;4.0;3;15.0
clieuh;2.0;4.0;3.0;3.0;3;12.0
cluerd;3.0;3.0;1.0;4.0;3;11.0
craaly;4.0;5.0;5.0;4.0;3;18.0
croiaps;3.0;4.0;4.0;4.0;3;15.0
cruarty;4.0;5.0;3.0;3.0;3;15.0
cucks;2.0;3.0;2.0;4.0;3;11.0
cyclaess;3.0;4.0;4.0;5.0;3;16.0
cyclaurs;3.0;3.0;2.0;4.0;3;12.0
cycliarn;4.0;4.0;4.0;3.0;3;15.0
cycloass;5.0;4.0;5.0;3.0;3;17.0
cycloll;3.0;4.0;4.0;3.0;3;14.0
cycluts;3.0;4.0;5.0;4.0;3;16.0
cziaol;3.0;4.0;4.0;4.0;3;15.0
dact;5.0;5.0;5.0;4.0;3;19.0
diound;4.0;4.0;4.0;4.0;3;16.0
draetts;4.0;4.0;4.0;4.0;3;16.0
dries;3.0;4.0;4.0;4.0;3;15.0
driirg;3.0;3.0;3.0;4.0;3;13.0
driiwn;4.0;5.0;4.0;5.0;3;18.0
driodly;5.0;5.0;5.0;5.0;3;20.0
driurst;4.0;5.0;5.0;5.0;3;19.0
druell;3.0;3.0;3.0;3.0;3;12.0
duegy;3.0;4.0;4.0;5.0;3;16.0
dwaiapt;4.0;4.0;5.0;4.0;3;17.0
dynieurr;3.0;4.0;4.0;3.0;3;14.0
dynoaly;3.0;4.0;4.0;3.0;3;14.0
dynoiarst;3.0;3.0;3.0;4.0;3;13.0
faings;4.0;4.0;4.0;4.0;3;16.0
fauef;5.0;5.0;5.0;5.0;3;20.0
feiav;3.0;4.0;2.0;3.0;3;12.0
flioub;3.0;4.0;4.0;4.0;3;15.0
frauny;4.0;3.0;4.0;4.0;3;15.0
freauf;4.0;4.0;4.0;3.0;3;15.0
fregh;5.0;4.0;4.0;5.0;3;18.0
freuts;3.0;4.0;4.0;3.0;3;14.0
friahl;3.0;4.0;4.0;4.0;3;15.0
froig;3.0;5.0;5.0;3.0;3;16.0
fruics;4.0;5.0;5.0;5.0;3;19.0
fusk;4.0;5.0;4.0;4.0;3;17.0
geums;4.0;4.0;4.0;5.0;3;17.0
geurd;4.0;3.0;4.0;4.0;3;15.0
ghaiah;3.0;4.0;4.0;4.0;3;15.0
ghaiaws;3.0;4.0;3.0;4.0;3;14.0
ghaiocts;4.0;4.0;4.0;4.0;3;16.0
ghiarty;4.0;5.0;5.0;4.0;3;18.0
ghiath;4.0;4.0;3.0;4.0;3;15.0
ghoat;4.0;5.0;5.0;5.0;3;19.0
ghoobs;4.0;4.0;5.0;4.0;3;17.0
glailt;4.0;5.0;5.0;5.0;3;19.0
gleant;4.0;4.0;5.0;4.0;3;17.0
gleantly;4.0;5.0;3.0;4.0;3;16.0
gleust;4.0;5.0;5.0;4.0;3;18.0
glirth;3.0;3.0;3.0;4.0;3;13.0
gluodly;4.0;5.0;4.0;4.0;3;17.0
gnaect;4.0;5.0;5.0;3.0;3;17.0
gnants;4.0;4.0;4.0;4.0;3;16.0
gnauesly;3.0;4.0;3.0;4.0;3;14.0
gniom;3.0;4.0;3.0;4.0;3;14.0
guhn;4.0;5.0;5.0;5.0;3;19.0
haov;3.0;5.0;5.0;5.0;3;18.0
hreusly;4.0;5.0;4.0;4.0;3;17.0
hriorty;4.0;5.0;4.0;5.0;3;18.0
hroeng;4.0;4.0;3.0;4.0;3;15.0
huerg;4.0;4.0;4.0;4.0;3;16.0
hyaix;5.0;4.0;4.0;3.0;3;16.0
hyauegs;3.0;4.0;4.0;4.0;3;15.0
hydreolt;3.0;4.0;4.0;4.0;3;15.0
hydrious;3.0;4.0;3.0;4.0;3;14.0
hydruierds;3.0;2.0;1.0;3.0;3;9.0
hyoirm;4.0;5.0;4.0;3.0;3;16.0
hypaom;4.0;4.0;4.0;3.0;3;15.0
hypiegs;4.0;5.0;4.0;4.0;3;17.0
jaegy;4.0;4.0;4.0;4.0;3;16.0
jaioth;4.0;5.0;5.0;5.0;3;19.0
jaw;4.0;4.0;4.0;4.0;3;16.0
jousm;4.0;3.0;4.0;3.0;3;14.0
kheold;4.0;3.0;3.0;4.0;3;14.0
khieuy;3.0;5.0;5.0;4.0;3;17.0
khoil;3.0;3.0;2.0;4.0;3;12.0
khoucks;3.0;4.0;4.0;4.0;3;15.0
khouss;3.0;4.0;3.0;4.0;3;14.0
klaub;3.0;3.0;2.0;3.0;3;11.0
kloal;4.0;4.0;4.0;4.0;3;16.0
kloutt;4.0;4.0;4.0;3.0;3;15.0
kluarry;4.0;3.0;4.0;4.0;3;15.0
knaiab;3.0;4.0;4.0;4.0;3;15.0
kneiss;5.0;5.0;4.0;4.0;3;18.0
kniaks;3.0;5.0;4.0;4.0;3;16.0
kniuth;3.0;3.0;2.0;3.0;3;11.0
knoasm;4.0;4.0;4.0;4.0;3;16.0
knoopt;4.0;3.0;4.0;3.0;3;14.0
kreash;4.0;3.0;5.0;3.0;3;15.0
kreorts;4.0;4.0;4.0;4.0;3;16.0
kreuff;4.0;4.0;4.0;4.0;3;16.0
kriaorts;4.0;5.0;4.0;5.0;3;18.0
kriern;3.0;4.0;4.0;4.0;3;15.0
kroiwn;3.0;5.0;4.0;4.0;3;16.0
kruef;3.0;4.0;3.0;4.0;3;14.0
kug;3.0;4.0;3.0;4.0;3;14.0
kwiitch;3.0;4.0;4.0;3.0;3;14.0
kwiuch;4.0;4.0;4.0;4.0;3;16.0
kwuex;4.0;5.0;4.0;4.0;3;17.0
laioft;4.0;4.0;4.0;4.0;3;16.0
liaosm;2.0;3.0;2.0;3.0;3;10.0
lietch;3.0;4.0;4.0;3.0;3;14.0
liusk;3.0;3.0;4.0;3.0;3;13.0
luihn;4.0;4.0;5.0;4.0;3;17.0
maoty;3.0;4.0;4.0;3.0;3;14.0
mcaus;3.0;5.0;4.0;4.0;3;16.0
mccaosm;4.0;5.0;5.0;5.0;3;19.0
mcciight;3.0;4.0;3.0;4.0;3;14.0
mcclaiorr;3.0;5.0;4.0;4.0;3;16.0
mccleauds;3.0;4.0;4.0;4.0;3;15.0
mccloork;3.0;4.0;4.0;4.0;3;15.0
mccriourd;5.0;4.0;5.0;4.0;3;18.0
mccruird;4.0;4.0;5.0;3.0;3;16.0
mccuy;4.0;4.0;4.0;4.0;3;16.0
mcdeux;4.0;5.0;4.0;4.0;3;17.0
mcdiirk;4.0;5.0;5.0;4.0;3;18.0
mcdip;4.0;5.0;5.0;3.0;3;17.0
mcdird;3.0;4.0;3.0;3.0;3;13.0
mceausts;4.0;5.0;5.0;3.0;3;17.0
mcfeurds;3.0;4.0;5.0;4.0;3;16.0
mcfoeff;3.0;4.0;3.0;4.0;3;14.0
