id;bimanual_dexterity;depth_perception;efficiency;tissue_handling;rater;GRS
bliuntly;3.0;3.0;3.0;3.0;1;12.0
bluags;1.0;2.0;2.0;3.0;1;8.0
braioth;2.0;2.0;2.0;2.0;1;8.0
broiash;4.0;4.0;4.0;3.0;1;15.0
broil;2.0;1.0;2.0;3.0;1;8.0
buietts;2.0;3.0;3.0;2.0;1;10.0
caiangly;4.0;4.0;4.0;2.0;1;14.0
caib;5.0;3.0;5.0;5.0;1;18.0
caiocts;3.0;3.0;3.0;3.0;1;12.0
ceon;4.0;3.0;3.0;2.0;1;12.0
ceor;2.0;3.0;3.0;2.0;1;10.0
cheish;3.0;4.0;4.0;3.0;1;14.0
cheown;2.0;3.0;3.0;3.0;1;11.0
chuolly;2.0;3.0;2.0;2.0;1;9.0
cieng;4.0;5.0;5.0;4.0;1;18.0
clatch;2.0;3.0;4.0;3.0;1;12.0
clualy;2.0;3.0;2.0;4.0;1;11.0
cluongly;2.0;3.0;3.0;4.0;1;12.0
craias;4.0;5.0;4.0;5.0;1;18.0
crieugy;2.0;2.0;2.0;4.0;1;10.0
criur;2.0;3.0;2.0;3.0;1;10.0
cyclaecs;4.0;3.0;3.0;5.0;1;15.0
cycloegh;4.0;4.0;4.0;5.0;1;17.0
cycloeys;4.0;3.0;2.0;3.0;1;12.0
cycluill;4.0;3.0;3.0;3.0;1;13.0
daeks;3.0;3.0;3.0;4.0;1;13.0
diech;4.0;3.0;3.0;2.0;1;12.0
driaont;3.0;3.0;2.0;2.0;1;10.0
dwiaols;2.0;4.0;5.0;5.0;1;16.0
dwoosm;5.0;3.0;3.0;4.0;1;15.0
dynaaw;4.0;3.0;3.0;4.0;1;14.0
dynaiadly;4.0;3.0;3.0;3.0;1;13.0
dynetz;2.0;3.0;2.0;2.0;1;9.0
dyniabs;3.0;3.0;4.0;3.0;1;13.0
dyniaots;4.0;3.0;4.0;4.0;1;15.0
dynieusts;2.0;3.0;3.0;3.0;1;11.0
dyniuds;3.0;3.0;3.0;4.0;1;13.0
fiaws;5.0;5.0;5.0;5.0;1;20.0
fieud;4.0;2.0;2.0;2.0;1;10.0
flaiolt;3.0;2.0;2.0;2.0;1;9.0
fliully;4.0;4.0;4.0;4.0;1;16.0
floack;4.0;5.0;5.0;3.0;1;17.0
fraiob;2.0;2.0;2.0;2.0;1;8.0
frauetz;2.0;4.0;4.0;4.0;1;14.0
fruilt;5.0;4.0;4.0;3.0;1;16.0
frutt;2.0;3.0;3.0;3.0;1;11.0
gaiong;4.0;3.0;3.0;4.0;1;14.0
geatz;3.0;2.0;2.0;3.0;1;10.0
geord;4.0;2.0;2.0;4.0;1;12.0
ghaiak;3.0;3.0;3.0;4.0;1;13.0
ghaung;4.0;4.0;5.0;3.0;1;16.0
ghoaf;2.0;2.0;2.0;2.0;1;8.0
gieun;3.0;3.0;2.0;3.0;1;11.0
gieuz;2.0;4.0;2.0;3.0;1;11.0
glauel;4.0;4.0;4.0;3.0;1;15.0
gleentz;2.0;3.0;3.0;4.0;1;12.0
gliiws;2.0;2.0;2.0;2.0;1;8.0
gniacs;2.0;2.0;2.0;3.0;1;9.0
haebs;3.0;4.0;5.0;3.0;1;15.0
hraemp;2.0;4.0;4.0;4.0;1;14.0
hraoght;2.0;3.0;2.0;4.0;1;11.0
hriest;5.0;4.0;5.0;2.0;1;16.0
hriogy;2.0;2.0;2.0;2.0;1;8.0
hriorf;3.0;3.0;2.0;2.0;1;10.0
hroiash;3.0;3.0;3.0;2.0;1;11.0
hydroath;2.0;2.0;2.0;3.0;1;9.0
hydruenn;3.0;3.0;3.0;2.0;1;11.0
hyihl;2.0;2.0;1.0;4.0;1;9.0
hypuely;3.0;3.0;2.0;4.0;1;12.0
hyuewn;4.0;4.0;4.0;3.0;1;15.0
hyuients;3.0;4.0;4.0;3.0;1;14.0
hyuierly;4.0;3.0;3.0;2.0;1;12.0
jiaft;3.0;2.0;2.0;2.0;1;9.0
kaidly;4.0;4.0;5.0;3.0;1;16.0
kheasm;2.0;3.0;3.0;3.0;1;11.0
kheov;4.0;3.0;3.0;3.0;1;13.0
khiery;4.0;3.0;3.0;1.0;1;11.0
khoogs;5.0;3.0;2.0;3.0;1;13.0
khort;2.0;4.0;2.0;2.0;1;10.0
kiost;5.0;2.0;2.0;3.0;1;12.0
