id;bimanual_dexterity;depth_perception;efficiency;tissue_handling;rater;GRS
broegy;2.0;2.0;2.0;2.0;0;8.0
chaaps;1.0;1.0;1.0;2.0;0;5.0
choelt;2.0;2.0;2.0;2.0;0;8.0
chreels;3.0;3.0;3.0;3.0;0;12.0
ciaorth;3.0;3.0;4.0;2.0;0;12.0
cucks;2.0;1.0;1.0;2.0;0;6.0
cyclaess;3.0;2.0;2.0;3.0;0;10.0
cycloll;2.0;2.0;3.0;2.0;0;9.0
draetts;3.0;2.0;2.0;3.0;0;10.0
driiwn;3.0;4.0;3.0;4.0;0;14.0
fauef;4.0;5.0;4.0;3.0;0;16.0
feiav;2.0;1.0;1.0;2.0;0;6.0
frauny;2.0;2.0;1.0;2.0;0;7.0
freuts;3.0;2.0;2.0;2.0;0;9.0
fruics;3.0;3.0;3.0;3.0;0;12.0
ghaiaws;2.0;2.0;2.0;3.0;0;9.0
glailt;3.0;4.0;4.0;2.0;0;13.0
gleust;4.0;4.0;3.0;2.0;0;13.0
guhn;4.0;3.0;4.0;3.0;0;14.0
hreusly;3.0;5.0;4.0;5.0;0;17.0
hriorty;4.0;5.0;4.0;4.0;0;17.0
huerg;3.0;4.0;4.0;2.0;0;13.0
hydrious;2.0;1.0;2.0;2.0;0;7.0
hydruierds;1.0;1.0;1.0;1.0;0;4.0
hyoirm;2.0;2.0;2.0;1.0;0;7.0
jaegy;1.0;2.0;1.0;1.0;0;5.0
jaw;2.0;2.0;2.0;2.0;0;8.0
kheold;2.0;2.0;2.0;2.0;0;8.0
khieuy;3.0;3.0;2.0;3.0;0;11.0
kloal;4.0;2.0;3.0;4.0;0;13.0
knaiab;3.0;2.0;2.0;1.0;0;8.0
kniuth;2.0;1.0;1.0;1.0;0;5.0
knoopt;2.0;2.0;2.0;2.0;0;8.0
kreuff;4.0;3.0;3.0;4.0;0;14.0
kriern;2.0;1.0;2.0;2.0;0;7.0
kroiwn;2.0;2.0;3.0;1.0;0;8.0
kug;2.0;1.0;2.0;3.0;0;8.0
kwiitch;2.0;2.0;2.0;1.0;0;7.0
laioft;3.0;2.0;2.0;1.0;0;8.0
liaosm;1.0;1.0;1.0;2.0;0;5.0
liusk;2.0;1.0;1.0;1.0;0;5.0
maoty;2.0;1.0;2.0;2.0;0;7.0
mcaus;3.0;3.0;3.0;1.0;0;10.0
mccaosm;4.0;4.0;4.0;5.0;0;17.0
mcciight;3.0;2.0;2.0;2.0;0;9.0
mcclaiorr;1.0;2.0;3.0;2.0;0;8.0
mccriourd;5.0;5.0;4.0;5.0;0;19.0
mcdeux;3.0;2.0;3.0;3.0;0;11.0
mcdip;3.0;3.0;3.0;2.0;0;11.0
mcfoeff;3.0;2.0;2.0;2.0;0;9.0
mcgeisch;2.0;2.0;1.0;2.0;0;7.0
