id;bimanual_dexterity;depth_perception;efficiency;tissue_handling;rater;GRS
baah;2.0;2.0;2.0;5.0;3;11.0
baialt;;;;;3;
baiodly;3.0;2.0;2.0;4.0;3;11.0
beays;3.0;3.0;3.0;4.0;3;13.0
blaas;;;;;3;
blamp;1.0;3.0;3.0;4.0;3;11.0
bloeks;2.0;3.0;4.0;2.0;3;11.0
bloown;5.0;5.0;5.0;5.0;3;20.0
blulls;5.0;4.0;5.0;2.0;3;16.0
bluor;5.0;4.0;4.0;2.0;3;15.0
braiays;5.0;4.0;4.0;4.0;3;17.0
brects;4.0;5.0;4.0;5.0;3;18.0
broews;4.0;5.0;4.0;5.0;3;18.0
chaur;4.0;4.0;4.0;4.0;3;16.0
chesk;3.0;2.0;2.0;1.0;3;8.0
chieuly;5.0;5.0;4.0;5.0;3;19.0
choell;3.0;5.0;5.0;2.0;3;15.0
chraard;3.0;3.0;2.0;1.0;3;9.0
chreern;;;;;3;
ciaosm;3.0;4.0;4.0;4.0;3;15.0
cieuft;5.0;5.0;3.0;2.0;3;15.0
claubs;;;;;3;
cleery;3.0;5.0;4.0;2.0;3;14.0
cleews;3.0;5.0;3.0;2.0;3;13.0
cleiath;4.0;5.0;4.0;5.0;3;18.0
crap;4.0;4.0;3.0;4.0;3;15.0
creild;;;;;3;
criirt;2.0;2.0;1.0;4.0;3;9.0
croks;5.0;5.0;5.0;5.0;3;20.0
croucks;2.0;3.0;1.0;2.0;3;8.0
cuiws;;;;;3;
cyclaiag;2.0;5.0;5.0;2.0;3;14.0
cyclaiamp;3.0;5.0;4.0;3.0;3;15.0
cycleegs;;;;;3;
cycleott;3.0;4.0;5.0;1.0;3;13.0
czond;3.0;3.0;4.0;4.0;3;14.0
daush;3.0;4.0;5.0;4.0;3;16.0
deim;4.0;4.0;4.0;4.0;3;16.0
draants;4.0;4.0;4.0;5.0;3;17.0
draoght;5.0;4.0;4.0;5.0;3;18.0
drauerth;;;;;3;
dreiatz;4.0;5.0;4.0;5.0;3;18.0
dwists;4.0;3.0;3.0;2.0;3;12.0
dynink;4.0;4.0;4.0;2.0;3;14.0
dynuiens;3.0;4.0;4.0;4.0;3;15.0
fify;5.0;5.0;5.0;5.0;3;20.0
fleiagh;3.0;5.0;3.0;2.0;3;13.0
fleld;4.0;3.0;4.0;5.0;3;16.0
flioft;4.0;4.0;2.0;5.0;3;15.0
foott;3.0;4.0;4.0;2.0;3;13.0
frouwn;3.0;3.0;2.0;2.0;3;10.0
gheiwn;3.0;3.0;3.0;1.0;3;10.0
ghiand;4.0;5.0;4.0;2.0;3;15.0
ghosp;4.0;4.0;3.0;2.0;3;13.0
giedly;4.0;4.0;4.0;5.0;3;17.0
glaions;4.0;4.0;2.0;4.0;3;14.0
glaiox;2.0;3.0;4.0;2.0;3;11.0
glieuc;3.0;3.0;3.0;2.0;3;11.0
gnagy;4.0;4.0;4.0;4.0;3;16.0
gnaind;4.0;4.0;3.0;4.0;3;15.0
gnauec;3.0;4.0;4.0;1.0;3;12.0
gnauely;3.0;5.0;4.0;2.0;3;14.0
gneaulls;4.0;5.0;2.0;5.0;3;16.0
gnieubs;5.0;4.0;3.0;5.0;3;17.0
gniups;4.0;5.0;4.0;4.0;3;17.0
graiopp;3.0;4.0;5.0;1.0;3;13.0
greault;4.0;4.0;3.0;5.0;3;16.0
greiach;;;;;3;
grught;2.0;4.0;4.0;2.0;3;12.0
gruiesk;4.0;4.0;2.0;5.0;3;15.0
guodly;3.0;5.0;5.0;2.0;3;15.0
haams;3.0;2.0;2.0;1.0;3;8.0
heaz;3.0;3.0;1.0;4.0;3;11.0
heong;3.0;4.0;4.0;3.0;3;14.0
heunt;3.0;4.0;2.0;2.0;3;11.0
hiib;4.0;3.0;3.0;2.0;3;12.0
hreogh;3.0;4.0;3.0;1.0;3;11.0
hroiasts;4.0;4.0;4.0;4.0;3;16.0
hyauet;3.0;4.0;3.0;1.0;3;11.0
hydrioms;5.0;5.0;5.0;5.0;3;20.0
hyoaz;3.0;2.0;2.0;3.0;3;10.0
hyoon;3.0;3.0;2.0;5.0;3;13.0
hypuins;5.0;5.0;5.0;5.0;3;20.0
jeipp;4.0;4.0;3.0;5.0;3;16.0
jiaorly;5.0;4.0;4.0;5.0;3;18.0
jiouc;5.0;5.0;4.0;5.0;3;19.0
jioupt;3.0;3.0;4.0;2.0;3;12.0
juen;4.0;5.0;4.0;3.0;3;16.0
juict;4.0;4.0;4.0;5.0;3;17.0
kaiann;3.0;5.0;5.0;2.0;3;15.0
keft;3.0;3.0;3.0;4.0;3;13.0
kheacy;2.0;4.0;4.0;4.0;3;14.0
kheeght;3.0;5.0;4.0;4.0;3;16.0
khuarm;5.0;5.0;5.0;4.0;3;19.0
kiourf;;;;;3;
klaany;;;;;3;
klaiawn;3.0;2.0;1.0;2.0;3;8.0
klaums;4.0;4.0;4.0;1.0;3;13.0
knauely;;;;;3;
kneausly;;;;;3;
kniunn;4.0;4.0;3.0;4.0;3;15.0
knogy;4.0;5.0;4.0;4.0;3;17.0
kreausp;;;;;3;
kreell;4.0;5.0;3.0;1.0;3;13.0
kreewn;3.0;5.0;5.0;5.0;3;18.0
kreox;3.0;4.0;3.0;3.0;3;13.0
kroiss;3.0;4.0;3.0;2.0;3;12.0
krouct;2.0;3.0;1.0;1.0;3;7.0
kuency;4.0;4.0;3.0;4.0;3;15.0
kwaant;4.0;4.0;3.0;4.0;3;15.0
kweel;;;;;3;
kwiern;3.0;3.0;2.0;4.0;3;12.0
kwointz;;;;;3;
kwuiev;2.0;5.0;5.0;4.0;3;16.0
kwuiz;5.0;5.0;5.0;4.0;3;19.0
laucks;3.0;3.0;5.0;1.0;3;12.0
leorn;2.0;3.0;3.0;2.0;3;10.0
leunn;4.0;5.0;4.0;5.0;3;18.0
luigs;3.0;4.0;3.0;2.0;3;12.0
mcclaehn;3.0;5.0;4.0;5.0;3;17.0
mcclaiahl;5.0;5.0;5.0;5.0;3;20.0
mcclauenn;3.0;4.0;3.0;2.0;3;12.0
mccliox;5.0;4.0;5.0;5.0;3;19.0
mccoests;3.0;3.0;3.0;2.0;3;11.0
mccraioss;3.0;2.0;2.0;2.0;3;9.0
mccraops;2.0;4.0;5.0;1.0;3;12.0
mccrauects;4.0;4.0;4.0;3.0;3;15.0
mccriaogs;3.0;4.0;3.0;2.0;3;12.0
mccriuys;4.0;2.0;2.0;5.0;3;13.0
mccuimp;3.0;5.0;5.0;4.0;3;17.0
mcdeeh;3.0;3.0;3.0;1.0;3;10.0
mcfeorn;3.0;4.0;3.0;2.0;3;12.0
mcfeuhl;3.0;4.0;3.0;1.0;3;11.0
mcfoerr;5.0;5.0;5.0;5.0;3;20.0
mcfoic;;;;;3;
mcfuard;2.0;5.0;4.0;1.0;3;12.0
mcfurry;3.0;4.0;2.0;4.0;3;13.0
mcgaict;3.0;4.0;4.0;3.0;3;14.0
mcgiag;2.0;3.0;3.0;1.0;3;9.0
mcgieucy;3.0;4.0;3.0;1.0;3;11.0
mcgiis;4.0;4.0;4.0;4.0;3;16.0
mcgiok;5.0;5.0;4.0;5.0;3;19.0
mcgoort;4.0;5.0;5.0;2.0;3;16.0
mckeangly;4.0;3.0;3.0;1.0;3;11.0
mckeungs;4.0;5.0;4.0;4.0;3;17.0
mckoags;1.0;2.0;2.0;3.0;3;8.0
mckuarts;3.0;4.0;4.0;1.0;3;12.0
mclecks;2.0;3.0;3.0;2.0;3;10.0
mclioungly;4.0;5.0;4.0;3.0;3;16.0
mcluild;3.0;4.0;3.0;4.0;3;14.0
mcmeiant;3.0;4.0;3.0;5.0;3;15.0
mcmuarry;4.0;3.0;3.0;5.0;3;15.0
mcnaueck;3.0;3.0;1.0;3.0;3;10.0
mcneiacts;3.0;4.0;3.0;2.0;3;12.0
mcnuask;3.0;4.0;3.0;2.0;3;12.0
mcogh;3.0;4.0;3.0;1.0;3;11.0
mihn;3.0;3.0;2.0;2.0;3;10.0
moill;3.0;5.0;5.0;2.0;3;15.0
naosh;;;;;3;
niaorn;4.0;5.0;5.0;5.0;3;19.0
niuh;5.0;5.0;4.0;5.0;3;19.0
noedy;5.0;5.0;5.0;4.0;3;19.0
noon;5.0;5.0;4.0;4.0;3;18.0
paadly;4.0;4.0;3.0;3.0;3;14.0
pheurts;3.0;4.0;3.0;1.0;3;11.0
physaamp;3.0;3.0;2.0;2.0;3;10.0
physaosp;3.0;4.0;4.0;4.0;3;15.0
physelt;4.0;5.0;3.0;4.0;3;16.0
physienk;4.0;3.0;3.0;5.0;3;15.0
physieurr;4.0;5.0;5.0;1.0;3;15.0
physuigs;3.0;3.0;2.0;2.0;3;10.0
piocts;4.0;5.0;5.0;4.0;3;18.0
pliands;3.0;4.0;1.0;5.0;3;13.0
ploand;4.0;5.0;5.0;4.0;3;18.0
pluly;3.0;5.0;4.0;1.0;3;13.0
prairm;3.0;3.0;3.0;1.0;3;10.0
proirts;3.0;5.0;5.0;1.0;3;14.0
psychaoct;3.0;3.0;3.0;1.0;3;10.0
psychiourts;3.0;4.0;2.0;5.0;3;14.0
psychuez;5.0;4.0;4.0;5.0;3;18.0
puapt;4.0;4.0;4.0;3.0;3;15.0
puofy;2.0;5.0;4.0;1.0;3;12.0
qaeck;3.0;5.0;4.0;2.0;3;14.0
qeans;;;;;3;
qiaoght;3.0;5.0;5.0;2.0;3;15.0
quielt;2.0;5.0;4.0;1.0;3;12.0
raelly;3.0;4.0;3.0;3.0;3;13.0
reiants;4.0;5.0;5.0;4.0;3;18.0
reity;3.0;4.0;3.0;1.0;3;11.0
rhooll;4.0;5.0;5.0;4.0;3;18.0
ruos;4.0;3.0;2.0;2.0;3;11.0
sceancy;3.0;4.0;3.0;3.0;3;13.0
scham;2.0;5.0;3.0;1.0;3;11.0
schiouns;3.0;5.0;4.0;1.0;3;13.0
schlech;;;;;3;
schliouct;3.0;4.0;3.0;1.0;3;11.0
schmearr;3.0;5.0;4.0;2.0;3;14.0
schminds;5.0;5.0;5.0;4.0;3;19.0
schnaidy;3.0;4.0;2.0;5.0;3;14.0
schnaisch;3.0;3.0;2.0;2.0;3;10.0
schniirf;5.0;5.0;5.0;4.0;3;19.0
schnoows;;;;;3;
schnuobly;2.0;4.0;3.0;3.0;3;12.0
schnuov;2.0;5.0;5.0;2.0;3;14.0
schoiard;2.0;4.0;2.0;5.0;3;13.0
schraelly;5.0;5.0;5.0;5.0;3;20.0
schraiacks;4.0;4.0;3.0;4.0;3;15.0
schrieusk;5.0;5.0;5.0;5.0;3;20.0
schruach;4.0;5.0;5.0;4.0;3;18.0
schuth;4.0;4.0;2.0;5.0;3;15.0
schwaiants;3.0;5.0;4.0;2.0;3;14.0
schwaurg;4.0;5.0;4.0;4.0;3;17.0
schweands;3.0;3.0;2.0;1.0;3;9.0
schwooh;;;;;3;
schwuasp;4.0;5.0;5.0;5.0;3;19.0
sciasly;4.0;5.0;5.0;5.0;3;19.0
sciintly;5.0;5.0;4.0;5.0;3;19.0
scoocts;4.0;5.0;4.0;1.0;3;14.0
scraerr;3.0;4.0;4.0;4.0;3;15.0
scrairm;3.0;4.0;4.0;1.0;3;12.0
scrauerly;4.0;5.0;3.0;4.0;3;16.0
scrauf;3.0;4.0;4.0;5.0;3;16.0
scrieth;;;;;3;
sheaungs;3.0;4.0;3.0;1.0;3;11.0
sheirly;;;;;3;
sheop;3.0;5.0;4.0;4.0;3;16.0
shraiory;3.0;5.0;5.0;2.0;3;15.0
shreehn;4.0;5.0;4.0;5.0;3;18.0
shrorry;3.0;5.0;4.0;1.0;3;13.0
skit;3.0;5.0;5.0;3.0;3;16.0
skorg;3.0;4.0;2.0;2.0;3;11.0
skouc;3.0;4.0;3.0;1.0;3;11.0
slaasly;4.0;5.0;5.0;5.0;3;19.0
slaght;3.0;3.0;2.0;4.0;3;12.0
slauesch;4.0;5.0;4.0;4.0;3;17.0
sleisp;3.0;4.0;3.0;1.0;3;11.0
sloaw;3.0;4.0;3.0;1.0;3;11.0
snaitch;4.0;4.0;4.0;4.0;3;16.0
sneirt;;;;;3;
snoeps;3.0;4.0;3.0;2.0;3;12.0
soud;3.0;5.0;4.0;2.0;3;14.0
spiv;3.0;5.0;3.0;4.0;3;15.0
spleaurg;3.0;4.0;3.0;2.0;3;12.0
spleows;4.0;5.0;4.0;5.0;3;18.0
spliah;3.0;4.0;4.0;2.0;3;13.0
spliaosch;3.0;5.0;5.0;2.0;3;15.0
sploesp;3.0;5.0;3.0;2.0;3;13.0
spraiob;4.0;4.0;3.0;4.0;3;15.0
sproty;4.0;5.0;3.0;4.0;3;16.0
spuohn;3.0;4.0;3.0;1.0;3;11.0
sqiasm;2.0;4.0;2.0;2.0;3;10.0
srauerk;4.0;4.0;3.0;5.0;3;16.0
sreich;4.0;4.0;3.0;4.0;3;15.0
sreint;;;;;3;
sruicts;4.0;4.0;3.0;5.0;3;16.0
sruiency;3.0;4.0;4.0;1.0;3;12.0
staiocs;;;;;3;
stauends;4.0;4.0;3.0;5.0;3;16.0
stiotch;3.0;4.0;3.0;4.0;3;14.0
straipt;2.0;3.0;2.0;4.0;3;11.0
strintz;2.0;4.0;3.0;1.0;3;10.0
swaengly;4.0;4.0;3.0;2.0;3;13.0
swuadly;4.0;4.0;3.0;5.0;3;16.0
symbiist;4.0;4.0;3.0;4.0;3;15.0
symboety;2.0;4.0;2.0;4.0;3;12.0
syniork;3.0;3.0;3.0;2.0;3;11.0
synuorst;;;;;3;
szaotts;;;;;3;
szaupt;4.0;5.0;4.0;5.0;3;18.0
szeaudly;4.0;3.0;3.0;4.0;3;14.0
sziounts;3.0;4.0;4.0;3.0;3;14.0
szoiay;3.0;4.0;2.0;2.0;3;11.0
szow;3.0;3.0;2.0;1.0;3;9.0
teiart;4.0;5.0;5.0;2.0;3;16.0
thoort;4.0;5.0;4.0;4.0;3;17.0
thraann;2.0;3.0;2.0;1.0;3;8.0
thrait;3.0;4.0;4.0;1.0;3;12.0
threall;3.0;4.0;3.0;4.0;3;14.0
threib;5.0;5.0;5.0;5.0;3;20.0
toerly;3.0;3.0;2.0;2.0;3;10.0
toiv;4.0;5.0;5.0;5.0;3;19.0
treiapt;2.0;4.0;3.0;1.0;3;10.0
trieth;3.0;4.0;3.0;2.0;3;12.0
troialls;4.0;5.0;5.0;5.0;3;19.0
tsaiws;3.0;4.0;4.0;1.0;3;12.0
twaard;;;;;3;
tweangly;4.0;5.0;4.0;5.0;3;18.0
twiords;4.0;4.0;4.0;3.0;3;15.0
twiuty;4.0;2.0;2.0;5.0;3;13.0
twoiatz;4.0;5.0;5.0;4.0;3;18.0
twuach;4.0;5.0;5.0;5.0;3;19.0
twuold;3.0;2.0;2.0;2.0;3;9.0
typain;5.0;5.0;5.0;5.0;3;20.0
typuabs;4.0;4.0;4.0;2.0;3;14.0
veauks;5.0;5.0;5.0;5.0;3;20.0
viocs;3.0;5.0;4.0;1.0;3;13.0
voah;;;;;3;
voenk;4.0;5.0;4.0;5.0;3;18.0
vuently;3.0;4.0;2.0;4.0;3;13.0
weech;4.0;3.0;3.0;4.0;3;14.0
whoogs;3.0;4.0;4.0;2.0;3;13.0
woem;4.0;5.0;5.0;5.0;3;19.0
wrauel;3.0;4.0;4.0;2.0;3;13.0
wreaucy;2.0;4.0;3.0;1.0;3;10.0
wub;2.0;3.0;3.0;4.0;3;12.0
xaerg;2.0;5.0;5.0;1.0;3;13.0
xaiosk;3.0;4.0;3.0;1.0;3;11.0
xiack;3.0;4.0;3.0;2.0;3;12.0
xiects;5.0;5.0;5.0;5.0;3;20.0
xirts;1.0;3.0;2.0;1.0;3;7.0
yaar;3.0;5.0;4.0;5.0;3;17.0
yeeld;3.0;3.0;2.0;5.0;3;13.0
yiuz;4.0;5.0;3.0;5.0;3;17.0
