id;bimanual_dexterity;depth_perception;efficiency;tissue_handling;rater;GRS
bleong;;;;;0;
bloihl;3.0;2.0;2.0;2.0;0;9.0
ceogs;2.0;2.0;2.0;3.0;0;9.0
chiaosly;3.0;3.0;3.0;2.0;0;11.0
cloon;4.0;4.0;3.0;4.0;0;15.0
cluielt;3.0;3.0;2.0;3.0;0;11.0
coeks;2.0;3.0;2.0;3.0;0;10.0
cuorts;4.0;4.0;3.0;4.0;0;15.0
cyclieur;;;;;0;
czaants;3.0;3.0;3.0;2.0;0;11.0
dahn;4.0;3.0;3.0;3.0;0;13.0
dreausly;4.0;4.0;4.0;2.0;0;14.0
dwaps;4.0;4.0;4.0;4.0;0;16.0
friids;3.0;2.0;2.0;3.0;0;10.0
gaiary;3.0;4.0;4.0;3.0;0;14.0
ghoubs;3.0;2.0;2.0;3.0;0;10.0
gloax;3.0;2.0;2.0;3.0;0;10.0
gloey;3.0;2.0;3.0;3.0;0;11.0
gluerd;2.0;2.0;2.0;2.0;0;8.0
gluiest;4.0;4.0;4.0;4.0;0;16.0
gniet;3.0;2.0;1.0;2.0;0;8.0
gnoand;;;;;0;
graiohn;2.0;2.0;2.0;3.0;0;9.0
hoiaps;4.0;4.0;4.0;2.0;0;14.0
hriav;2.0;1.0;1.0;2.0;0;6.0
hydroiw;3.0;2.0;1.0;1.0;0;7.0
hyioulls;;;;;0;
hypeops;;;;;0;
jels;4.0;4.0;4.0;3.0;0;15.0
klaests;4.0;4.0;3.0;4.0;0;15.0
klauen;3.0;2.0;2.0;2.0;0;9.0
kniewn;3.0;2.0;2.0;2.0;0;9.0
krengly;4.0;3.0;2.0;4.0;0;13.0
kreurm;3.0;1.0;1.0;2.0;0;7.0
kweask;4.0;4.0;3.0;5.0;0;16.0
kweasm;3.0;3.0;2.0;2.0;0;10.0
kwiaoc;2.0;2.0;2.0;2.0;0;8.0
kwuf;3.0;2.0;1.0;3.0;0;9.0
lerd;3.0;1.0;2.0;2.0;0;8.0
lewn;3.0;1.0;1.0;2.0;0;7.0
loav;3.0;2.0;3.0;3.0;0;11.0
mcauesh;3.0;4.0;3.0;2.0;0;12.0
mccieuv;3.0;2.0;1.0;2.0;0;8.0
mccleery;4.0;3.0;2.0;4.0;0;13.0
mccruow;4.0;4.0;3.0;2.0;0;13.0
mcdoarly;3.0;2.0;2.0;2.0;0;9.0
mcduap;4.0;4.0;3.0;4.0;0;15.0
mcfaald;2.0;2.0;1.0;1.0;0;6.0
mcfaiagh;4.0;5.0;5.0;5.0;0;19.0
mclout;3.0;4.0;4.0;4.0;0;15.0
mcmunts;3.0;3.0;3.0;3.0;0;12.0
mcnaaws;2.0;1.0;2.0;2.0;0;7.0
mcnauk;2.0;2.0;2.0;3.0;0;9.0
miaost;5.0;5.0;4.0;5.0;0;19.0
mih;3.0;2.0;1.0;2.0;0;8.0
moiarst;3.0;2.0;2.0;1.0;0;8.0
pfeld;3.0;2.0;1.0;3.0;0;9.0
pfoight;5.0;5.0;5.0;3.0;0;18.0
pfuord;4.0;4.0;4.0;3.0;0;15.0
phiesk;3.0;2.0;2.0;3.0;0;10.0
phoiamp;;;;;0;
pliosh;3.0;3.0;3.0;3.0;0;12.0
proesly;3.0;3.0;3.0;3.0;0;12.0
puasch;3.0;2.0;3.0;2.0;0;10.0
qoosh;;;;;0;
quoly;4.0;4.0;4.0;4.0;0;16.0
rhits;3.0;3.0;3.0;3.0;0;12.0
schmieubs;4.0;1.0;1.0;2.0;0;8.0
schmof;4.0;5.0;4.0;4.0;0;17.0
schouw;3.0;2.0;2.0;2.0;0;9.0
schwaft;4.0;1.0;2.0;2.0;0;9.0
schwaias;2.0;1.0;1.0;3.0;0;7.0
scoipp;;;;;0;
scosly;5.0;5.0;4.0;4.0;0;18.0
scraesh;5.0;5.0;4.0;3.0;0;17.0
scrarn;4.0;4.0;3.0;3.0;0;14.0
scriaock;3.0;1.0;2.0;3.0;0;9.0
shreaubly;3.0;1.0;2.0;3.0;0;9.0
shroorry;;;;;0;
shroud;2.0;2.0;1.0;2.0;0;7.0
shuewn;3.0;3.0;3.0;3.0;0;12.0
siugh;3.0;3.0;4.0;2.0;0;12.0
