id;bimanual_dexterity;depth_perception;efficiency;tissue_handling;rater;GRS
baah;3.0;2.0;2.0;2.0;0;9.0
baiodly;3.0;1.0;2.0;4.0;0;10.0
beays;5.0;4.0;4.0;5.0;0;18.0
bloeks;3.0;2.0;3.0;2.0;0;10.0
bluor;4.0;3.0;3.0;4.0;0;14.0
braiays;4.0;3.0;3.0;4.0;0;14.0
brects;3.0;3.0;3.0;3.0;0;12.0
broews;4.0;4.0;3.0;4.0;0;15.0
chesk;2.0;1.0;1.0;2.0;0;6.0
choell;3.0;4.0;4.0;4.0;0;15.0
chraard;3.0;3.0;2.0;3.0;0;11.0
chreern;;;;;0;
ciaosm;3.0;3.0;2.0;3.0;0;11.0
claubs;;;;;0;
crap;3.0;3.0;3.0;3.0;0;12.0
criirt;3.0;2.0;2.0;2.0;0;9.0
croks;5.0;5.0;5.0;3.0;0;18.0
croucks;2.0;2.0;2.0;2.0;0;8.0
cuiws;1.0;1.0;1.0;1.0;0;4.0
cyclaiag;4.0;3.0;5.0;5.0;0;17.0
cyclaiamp;3.0;3.0;2.0;2.0;0;10.0
cycleegs;;;;;0;
czond;3.0;2.0;2.0;3.0;0;10.0
daush;5.0;5.0;5.0;5.0;0;20.0
deim;3.0;4.0;4.0;2.0;0;13.0
dreiatz;4.0;4.0;3.0;4.0;0;15.0
dwists;2.0;2.0;2.0;1.0;0;7.0
fleld;4.0;3.0;4.0;5.0;0;16.0
frouwn;3.0;2.0;2.0;2.0;0;9.0
gheiwn;2.0;3.0;3.0;1.0;0;9.0
ghiand;3.0;3.0;3.0;3.0;0;12.0
ghosp;3.0;3.0;2.0;2.0;0;10.0
giedly;3.0;3.0;3.0;3.0;0;12.0
glaiox;3.0;3.0;3.0;2.0;0;11.0
glieuc;2.0;2.0;3.0;1.0;0;8.0
gnagy;5.0;3.0;4.0;3.0;0;15.0
gnauec;4.0;2.0;4.0;3.0;0;13.0
gnauely;4.0;4.0;3.0;3.0;0;14.0
gneaulls;4.0;3.0;3.0;4.0;0;14.0
greault;4.0;3.0;3.0;3.0;0;13.0
greiach;;;;;0;
gruiesk;4.0;3.0;3.0;4.0;0;14.0
haams;;;;;0;
heaz;3.0;2.0;2.0;5.0;0;12.0
heunt;3.0;3.0;2.0;2.0;0;10.0
hreogh;2.0;2.0;1.0;1.0;0;6.0
hroiasts;4.0;3.0;4.0;3.0;0;14.0
hyauet;2.0;2.0;2.0;2.0;0;8.0
hyoon;3.0;2.0;2.0;4.0;0;11.0
hypuins;5.0;4.0;3.0;5.0;0;17.0
jeipp;3.0;2.0;1.0;3.0;0;9.0
jiaorly;2.0;2.0;2.0;3.0;0;9.0
jiouc;4.0;4.0;5.0;5.0;0;18.0
juen;4.0;3.0;4.0;4.0;0;15.0
juict;2.0;3.0;3.0;3.0;0;11.0
kheacy;1.0;3.0;2.0;3.0;0;9.0
khuarm;4.0;3.0;4.0;3.0;0;14.0
kiourf;3.0;2.0;3.0;2.0;0;10.0
klaums;3.0;3.0;3.0;2.0;0;11.0
kniunn;2.0;3.0;2.0;2.0;0;9.0
knogy;3.0;4.0;4.0;4.0;0;15.0
kreell;3.0;3.0;2.0;2.0;0;10.0
kreewn;2.0;4.0;5.0;5.0;0;16.0
kroiss;2.0;2.0;3.0;2.0;0;9.0
krouct;2.0;1.0;1.0;1.0;0;5.0
kuency;3.0;3.0;2.0;3.0;0;11.0
kwaant;4.0;4.0;3.0;3.0;0;14.0
kweel;2.0;3.0;2.0;1.0;0;8.0
kwuiev;4.0;4.0;4.0;2.0;0;14.0
kwuiz;5.0;4.0;5.0;3.0;0;17.0
luigs;3.0;2.0;3.0;2.0;0;10.0
mcclauenn;3.0;3.0;2.0;2.0;0;10.0
mccliox;3.0;3.0;4.0;4.0;0;14.0
mccraops;;;;;0;
mccuimp;3.0;3.0;4.0;3.0;0;13.0
mcdeeh;1.0;1.0;1.0;1.0;0;4.0
mcfeorn;3.0;3.0;3.0;3.0;0;12.0
mcfeuhl;;;;;0;
mcfoerr;4.0;4.0;4.0;3.0;0;15.0
mcfuard;;;;;0;
mcgaict;2.0;3.0;2.0;1.0;0;8.0
mcgiag;2.0;2.0;2.0;1.0;0;7.0
mcgiok;4.0;4.0;3.0;3.0;0;14.0
mckeangly;3.0;3.0;3.0;3.0;0;12.0
mckeungs;2.0;3.0;2.0;4.0;0;11.0
mckoags;1.0;2.0;2.0;2.0;0;7.0
mclecks;;;;;0;
mclioungly;3.0;3.0;3.0;3.0;0;12.0
mcmeiant;5.0;4.0;4.0;4.0;0;17.0
mcmuarry;4.0;3.0;3.0;4.0;0;14.0
mcnaueck;3.0;2.0;2.0;4.0;0;11.0
mcnuask;3.0;2.0;2.0;1.0;0;8.0
mcogh;3.0;3.0;2.0;2.0;0;10.0
mihn;2.0;2.0;2.0;1.0;0;7.0
moill;4.0;4.0;5.0;3.0;0;16.0
naosh;;;;;0;
paadly;3.0;3.0;3.0;2.0;0;11.0
physaosp;2.0;3.0;3.0;2.0;0;10.0
physienk;5.0;4.0;3.0;5.0;0;17.0
piocts;5.0;5.0;4.0;5.0;0;19.0
pliands;2.0;3.0;1.0;2.0;0;8.0
psychaoct;2.0;3.0;2.0;1.0;0;8.0
psychiourts;3.0;3.0;3.0;4.0;0;13.0
puapt;3.0;2.0;2.0;2.0;0;9.0
qaeck;3.0;3.0;2.0;3.0;0;11.0
qeans;;;;;0;
quielt;2.0;2.0;2.0;1.0;0;7.0
reity;2.0;2.0;1.0;2.0;0;7.0
sceancy;2.0;4.0;3.0;2.0;0;11.0
schiouns;3.0;3.0;3.0;2.0;0;11.0
schlech;3.0;2.0;2.0;1.0;0;8.0
schliouct;3.0;2.0;3.0;2.0;0;10.0
schmearr;2.0;4.0;4.0;3.0;0;13.0
schnaidy;1.0;3.0;3.0;4.0;0;11.0
schnaisch;3.0;2.0;3.0;2.0;0;10.0
schnuobly;2.0;3.0;2.0;2.0;0;9.0
schnuov;2.0;3.0;3.0;2.0;0;10.0
schoiard;3.0;3.0;3.0;3.0;0;12.0
schraelly;5.0;4.0;5.0;5.0;0;19.0
schraiacks;4.0;3.0;3.0;2.0;0;12.0
