id;bimanual_dexterity;depth_perception;efficiency;tissue_handling;rater;GRS
bault;3.0;3.0;3.0;5.0;1;14.0
bef;3.0;2.0;2.0;3.0;1;10.0
bik;4.0;2.0;2.0;5.0;1;13.0
bleong;;;;;1;
bleorn;3.0;3.0;3.0;4.0;1;13.0
bloihl;3.0;2.0;2.0;2.0;1;9.0
bloims;3.0;1.0;2.0;3.0;1;9.0
bluorly;4.0;2.0;2.0;3.0;1;11.0
boosly;3.0;2.0;2.0;4.0;1;11.0
brangs;4.0;2.0;1.0;3.0;1;10.0
buarty;;;;;1;
ceogs;3.0;2.0;2.0;5.0;1;12.0
ceops;4.0;2.0;2.0;4.0;1;12.0
chaiorts;4.0;3.0;3.0;5.0;1;15.0
cheax;4.0;2.0;2.0;3.0;1;11.0
chiaosly;4.0;3.0;3.0;3.0;1;13.0
chraengs;5.0;4.0;4.0;4.0;1;17.0
chraity;4.0;4.0;5.0;4.0;1;17.0
chriobly;3.0;1.0;1.0;5.0;1;10.0
chrucks;3.0;2.0;2.0;5.0;1;12.0
chruiemp;5.0;2.0;2.0;5.0;1;14.0
cleept;3.0;2.0;2.0;2.0;1;9.0
cleocy;4.0;3.0;3.0;4.0;1;14.0
cleorf;4.0;2.0;2.0;3.0;1;11.0
cliart;4.0;3.0;3.0;4.0;1;14.0
cloon;4.0;2.0;2.0;4.0;1;12.0
cluielt;4.0;2.0;2.0;3.0;1;11.0
coeks;4.0;2.0;2.0;4.0;1;12.0
creuck;4.0;2.0;1.0;5.0;1;12.0
cuehn;3.0;1.0;2.0;2.0;1;8.0
cuorts;4.0;3.0;3.0;4.0;1;14.0
cyclieur;;;;;1;
cycliud;3.0;3.0;3.0;3.0;1;12.0
cycluek;5.0;4.0;4.0;3.0;1;16.0
czaants;4.0;3.0;3.0;5.0;1;15.0
czoomp;4.0;2.0;2.0;5.0;1;13.0
dahn;4.0;3.0;3.0;4.0;1;14.0
deorn;;;;;1;
dioums;4.0;2.0;2.0;5.0;1;13.0
draurm;4.0;2.0;2.0;3.0;1;11.0
dreausly;5.0;3.0;3.0;3.0;1;14.0
dreocks;4.0;2.0;2.0;4.0;1;12.0
driects;4.0;4.0;4.0;3.0;1;15.0
dwaich;5.0;5.0;5.0;5.0;1;20.0
dwaps;4.0;4.0;4.0;3.0;1;15.0
dwauesp;4.0;2.0;2.0;3.0;1;11.0
dwounds;;;;;1;
dwuesch;5.0;3.0;3.0;2.0;1;13.0
dynoell;3.0;2.0;2.0;4.0;1;11.0
fauesm;3.0;2.0;2.0;5.0;1;12.0
foiaks;5.0;4.0;5.0;3.0;1;17.0
freild;3.0;2.0;2.0;3.0;1;10.0
friids;4.0;2.0;2.0;5.0;1;13.0
gaiary;5.0;2.0;3.0;4.0;1;14.0
geaks;5.0;2.0;2.0;4.0;1;13.0
geaur;4.0;2.0;2.0;4.0;1;12.0
ghoubs;4.0;4.0;4.0;2.0;1;14.0
ghouty;3.0;2.0;2.0;2.0;1;9.0
giosly;4.0;4.0;4.0;5.0;1;17.0
gioufy;4.0;2.0;2.0;4.0;1;12.0
gloax;4.0;2.0;2.0;5.0;1;13.0
gloey;3.0;1.0;2.0;3.0;1;9.0
gloull;2.0;1.0;1.0;3.0;1;7.0
gluerd;4.0;2.0;2.0;4.0;1;12.0
gluiest;5.0;5.0;4.0;5.0;1;19.0
gniet;4.0;1.0;2.0;3.0;1;10.0
gnihn;4.0;2.0;2.0;3.0;1;11.0
gnoand;;;;;1;
gnoedly;3.0;1.0;2.0;3.0;1;9.0
gnueg;;;;;1;
gooz;5.0;4.0;4.0;4.0;1;17.0
graiohn;3.0;2.0;2.0;3.0;1;10.0
hien;4.0;2.0;2.0;4.0;1;12.0
hoiaps;4.0;2.0;2.0;3.0;1;11.0
hraion;4.0;3.0;3.0;4.0;1;14.0
hriav;3.0;1.0;2.0;4.0;1;10.0
huarg;5.0;4.0;4.0;5.0;1;18.0
huing;5.0;2.0;2.0;4.0;1;13.0
hydreauts;3.0;2.0;2.0;3.0;1;10.0
hydreeds;4.0;2.0;2.0;4.0;1;12.0
hydroiw;3.0;2.0;2.0;2.0;1;9.0
hydruatts;3.0;2.0;2.0;3.0;1;10.0
hyioulls;;;;;1;
hyoeg;4.0;3.0;3.0;2.0;1;12.0
hyoord;4.0;3.0;4.0;3.0;1;14.0
hypeops;;;;;1;
hypoorty;3.0;2.0;3.0;5.0;1;13.0
hypuars;5.0;4.0;4.0;3.0;1;16.0
jauedy;5.0;2.0;2.0;4.0;1;13.0
jels;4.0;3.0;3.0;2.0;1;12.0
joeys;;;;;1;
juify;5.0;4.0;4.0;3.0;1;16.0
keiants;5.0;4.0;5.0;5.0;1;19.0
khiegy;4.0;3.0;4.0;3.0;1;14.0
kiann;4.0;2.0;2.0;4.0;1;12.0
kiaontz;5.0;4.0;4.0;3.0;1;16.0
kiecy;3.0;2.0;1.0;3.0;1;9.0
kiourf;3.0;2.0;2.0;4.0;1;11.0
klaests;4.0;3.0;4.0;3.0;1;14.0
klaoh;3.0;1.0;1.0;2.0;1;7.0
klauen;4.0;2.0;2.0;3.0;1;11.0
kleuft;4.0;2.0;2.0;4.0;1;12.0
klintz;4.0;3.0;3.0;3.0;1;13.0
kluosm;5.0;2.0;2.0;4.0;1;13.0
knaiangly;3.0;1.0;1.0;2.0;1;7.0
kneaulls;4.0;2.0;2.0;5.0;1;13.0
kniewn;3.0;2.0;2.0;5.0;1;12.0
knoags;4.0;3.0;3.0;4.0;1;14.0
kraiank;5.0;4.0;4.0;3.0;1;16.0
krengly;4.0;2.0;1.0;3.0;1;10.0
kreurm;3.0;2.0;1.0;4.0;1;10.0
kriaok;3.0;2.0;2.0;5.0;1;12.0
kriourn;4.0;3.0;2.0;2.0;1;11.0
kuangly;4.0;2.0;2.0;3.0;1;11.0
kweask;3.0;2.0;3.0;2.0;1;10.0
kweasm;4.0;2.0;2.0;5.0;1;13.0
kwiaoc;3.0;2.0;2.0;3.0;1;10.0
kwuf;4.0;2.0;2.0;3.0;1;11.0
lerd;4.0;2.0;3.0;3.0;1;12.0
lewn;3.0;2.0;2.0;5.0;1;12.0
loav;4.0;3.0;3.0;5.0;1;15.0
luierst;5.0;3.0;4.0;5.0;1;17.0
mcaiory;5.0;4.0;4.0;3.0;1;16.0
mcauesh;4.0;2.0;2.0;3.0;1;11.0
mccieuv;2.0;1.0;1.0;4.0;1;8.0
mccleery;5.0;3.0;3.0;3.0;1;14.0
mcclieg;5.0;4.0;4.0;4.0;1;17.0
mccliit;3.0;2.0;2.0;3.0;1;10.0
mccluahl;3.0;2.0;2.0;3.0;1;10.0
mccraingly;3.0;2.0;3.0;3.0;1;11.0
mccrouss;2.0;1.0;1.0;2.0;1;6.0
mccruow;5.0;4.0;4.0;4.0;1;17.0
mccruown;4.0;2.0;2.0;5.0;1;13.0
mcdeirf;4.0;2.0;2.0;3.0;1;11.0
mcdeoll;3.0;1.0;2.0;3.0;1;9.0
mcdoarly;3.0;2.0;2.0;3.0;1;10.0
mcduap;5.0;5.0;5.0;3.0;1;18.0
mcdutts;5.0;2.0;2.0;3.0;1;12.0
mcfaald;3.0;2.0;2.0;2.0;1;9.0
mcfaiagh;5.0;5.0;5.0;5.0;1;20.0
mcgeips;5.0;3.0;4.0;5.0;1;17.0
mcgeom;4.0;2.0;2.0;3.0;1;11.0
mcgiall;4.0;2.0;3.0;3.0;1;12.0
mckaety;5.0;2.0;2.0;4.0;1;13.0
mckaiot;3.0;2.0;2.0;2.0;1;9.0
mckiards;4.0;2.0;2.0;5.0;1;13.0
mckiolls;3.0;2.0;2.0;3.0;1;10.0
mclaiatz;3.0;2.0;2.0;2.0;1;9.0
mcliub;4.0;2.0;2.0;4.0;1;12.0
mclout;5.0;4.0;4.0;4.0;1;17.0
mcluays;4.0;2.0;2.0;5.0;1;13.0
mcmaods;3.0;1.0;2.0;3.0;1;9.0
mcmeauntz;4.0;2.0;2.0;5.0;1;13.0
mcmiaow;3.0;2.0;2.0;3.0;1;10.0
mcmiod;3.0;3.0;3.0;4.0;1;13.0
mcmoords;3.0;1.0;2.0;3.0;1;9.0
mcmunts;4.0;2.0;2.0;4.0;1;12.0
mcnaaws;3.0;2.0;2.0;5.0;1;12.0
mcnauk;3.0;2.0;2.0;3.0;1;10.0
mcnuantly;3.0;2.0;2.0;5.0;1;12.0
miaost;4.0;4.0;2.0;5.0;1;15.0
mih;3.0;2.0;2.0;4.0;1;11.0
moiarst;2.0;1.0;2.0;2.0;1;7.0
neesm;4.0;2.0;2.0;3.0;1;11.0
peauts;4.0;1.0;2.0;4.0;1;11.0
pfeills;5.0;3.0;3.0;4.0;1;15.0
pfeld;3.0;1.0;1.0;4.0;1;9.0
pferds;4.0;2.0;2.0;3.0;1;11.0
pfoight;5.0;4.0;5.0;4.0;1;18.0
pfualy;3.0;1.0;2.0;2.0;1;8.0
pfuicts;;;;;1;
pfuord;5.0;4.0;4.0;5.0;1;18.0
phiesk;3.0;1.0;2.0;3.0;1;9.0
phocks;5.0;4.0;4.0;5.0;1;18.0
phoiamp;;;;;1;
physaup;3.0;1.0;2.0;3.0;1;9.0
physuiedly;4.0;2.0;2.0;5.0;1;13.0
plaects;5.0;4.0;4.0;5.0;1;18.0
plaism;4.0;2.0;2.0;3.0;1;11.0
pliosh;3.0;2.0;2.0;4.0;1;11.0
praiangs;4.0;3.0;3.0;3.0;1;13.0
preaulls;3.0;1.0;2.0;3.0;1;9.0
preiv;4.0;3.0;3.0;5.0;1;15.0
prion;3.0;2.0;2.0;4.0;1;11.0
proesly;3.0;1.0;1.0;5.0;1;10.0
psychearst;3.0;1.0;2.0;2.0;1;8.0
psychoents;3.0;2.0;2.0;4.0;1;11.0
puasch;3.0;1.0;1.0;2.0;1;7.0
qieght;3.0;2.0;1.0;4.0;1;10.0
qoosh;;;;;1;
quoly;4.0;4.0;4.0;4.0;1;16.0
rhits;4.0;2.0;2.0;3.0;1;11.0
rhusp;4.0;4.0;4.0;5.0;1;17.0
scheab;4.0;2.0;2.0;5.0;1;13.0
schmeecs;5.0;4.0;4.0;3.0;1;16.0
schmieubs;3.0;1.0;1.0;5.0;1;10.0
schmof;5.0;4.0;4.0;4.0;1;17.0
schnoerth;4.0;2.0;2.0;3.0;1;11.0
schnouc;3.0;1.0;2.0;2.0;1;8.0
schouw;3.0;2.0;2.0;3.0;1;10.0
schruantly;5.0;3.0;3.0;5.0;1;16.0
schwaft;2.0;1.0;2.0;2.0;1;7.0
schwaias;3.0;2.0;1.0;5.0;1;11.0
schwands;3.0;2.0;2.0;2.0;1;9.0
schwauell;4.0;2.0;2.0;3.0;1;11.0
schwaush;4.0;2.0;2.0;3.0;1;11.0
scoipp;;;;;1;
scosly;5.0;4.0;4.0;5.0;1;18.0
scouks;4.0;2.0;2.0;2.0;1;10.0
scourf;3.0;2.0;2.0;5.0;1;12.0
scraesh;4.0;3.0;4.0;5.0;1;16.0
scrarn;3.0;3.0;4.0;3.0;1;13.0
scriaock;4.0;1.0;2.0;4.0;1;11.0
shrauebs;5.0;4.0;4.0;4.0;1;17.0
shreaubly;4.0;2.0;1.0;4.0;1;11.0
shroorry;;;;;1;
shroud;3.0;1.0;2.0;2.0;1;8.0
shuewn;5.0;3.0;2.0;5.0;1;15.0
sieult;4.0;2.0;2.0;4.0;1;12.0
siugh;4.0;4.0;5.0;2.0;1;15.0
skaord;4.0;2.0;2.0;4.0;1;12.0
skaueth;3.0;2.0;2.0;3.0;1;10.0
skiords;4.0;2.0;3.0;3.0;1;12.0
skuiepp;4.0;2.0;2.0;4.0;1;12.0
slians;5.0;4.0;5.0;5.0;1;19.0
sliws;4.0;3.0;3.0;4.0;1;14.0
slouk;3.0;2.0;2.0;2.0;1;9.0
smaih;5.0;4.0;4.0;4.0;1;17.0
smeiag;3.0;2.0;2.0;3.0;1;10.0
smits;5.0;3.0;3.0;5.0;1;16.0
snaiav;;;;;1;
sneus;3.0;2.0;2.0;4.0;1;11.0
sniev;3.0;2.0;2.0;4.0;1;11.0
snoiam;3.0;2.0;2.0;5.0;1;12.0
snuov;4.0;2.0;2.0;4.0;1;12.0
spaops;;;;;1;
speidly;3.0;2.0;2.0;3.0;1;10.0
spik;5.0;4.0;4.0;5.0;1;18.0
spiuwn;3.0;2.0;1.0;5.0;1;11.0
spleurf;;;;;1;
spliaos;4.0;2.0;2.0;4.0;1;12.0
spreiahl;3.0;1.0;1.0;5.0;1;10.0
sprioully;4.0;2.0;2.0;5.0;1;13.0
sproom;2.0;3.0;2.0;3.0;1;10.0
spuofy;5.0;2.0;2.0;4.0;1;13.0
spuorr;4.0;2.0;2.0;2.0;1;10.0
sqeisk;4.0;2.0;2.0;3.0;1;11.0
sqoonds;2.0;2.0;1.0;3.0;1;8.0
sraicks;3.0;3.0;3.0;3.0;1;12.0
sruatt;3.0;2.0;1.0;2.0;1;8.0
stautch;3.0;1.0;1.0;1.0;1;6.0
steipt;5.0;2.0;2.0;3.0;1;12.0
stirm;3.0;2.0;2.0;3.0;1;10.0
stoirly;3.0;2.0;2.0;5.0;1;12.0
straiacy;5.0;2.0;2.0;3.0;1;12.0
streirm;2.0;1.0;1.0;4.0;1;8.0
strest;5.0;3.0;3.0;4.0;1;15.0
striey;5.0;2.0;4.0;4.0;1;15.0
striipt;4.0;2.0;2.0;4.0;1;12.0
strioth;3.0;1.0;2.0;2.0;1;8.0
stritz;4.0;1.0;1.0;4.0;1;10.0
swirn;4.0;2.0;2.0;3.0;1;11.0
swoem;3.0;1.0;2.0;3.0;1;9.0
swuongly;4.0;2.0;2.0;4.0;1;12.0
symbaently;4.0;2.0;2.0;3.0;1;11.0
symbairk;3.0;1.0;1.0;4.0;1;9.0
symbeiarty;4.0;3.0;3.0;3.0;1;13.0
symbiought;4.0;3.0;4.0;4.0;1;15.0
symboih;4.0;2.0;2.0;5.0;1;13.0
symbuect;4.0;3.0;4.0;4.0;1;15.0
synaoct;5.0;4.0;4.0;5.0;1;18.0
synauh;4.0;2.0;2.0;3.0;1;11.0
syneart;4.0;3.0;3.0;4.0;1;14.0
synuably;3.0;3.0;2.0;3.0;1;11.0
szaiantz;3.0;1.0;2.0;2.0;1;8.0
taey;4.0;2.0;2.0;4.0;1;12.0
teft;4.0;2.0;2.0;3.0;1;11.0
teusm;3.0;1.0;1.0;4.0;1;9.0
theiarty;4.0;5.0;4.0;5.0;1;18.0
thieght;4.0;3.0;3.0;4.0;1;14.0
trairth;3.0;1.0;1.0;3.0;1;8.0
treght;4.0;2.0;1.0;3.0;1;10.0
treiantly;3.0;2.0;2.0;4.0;1;11.0
triect;5.0;2.0;2.0;3.0;1;12.0
triery;5.0;3.0;2.0;3.0;1;13.0
troepp;;;;;1;
truiest;3.0;2.0;1.0;5.0;1;11.0
tseauth;4.0;2.0;2.0;4.0;1;12.0
tsuex;3.0;1.0;2.0;3.0;1;9.0
tuft;4.0;3.0;2.0;3.0;1;12.0
twaasly;3.0;3.0;2.0;2.0;1;10.0
tweialt;4.0;2.0;2.0;5.0;1;13.0
twoox;3.0;2.0;2.0;4.0;1;11.0
twuind;4.0;2.0;2.0;5.0;1;13.0
typaect;4.0;3.0;3.0;3.0;1;13.0
typeiash;3.0;1.0;1.0;3.0;1;8.0
typery;3.0;1.0;2.0;4.0;1;10.0
typiaogs;4.0;2.0;2.0;3.0;1;11.0
typub;2.0;1.0;1.0;2.0;1;6.0
typuinds;3.0;2.0;2.0;4.0;1;11.0
vaubly;4.0;2.0;2.0;5.0;1;13.0
voorm;5.0;2.0;2.0;4.0;1;13.0
vuiew;4.0;2.0;3.0;3.0;1;12.0
weacy;3.0;1.0;2.0;3.0;1;9.0
whean;3.0;2.0;2.0;2.0;1;9.0
woelt;4.0;2.0;2.0;5.0;1;13.0
xec;4.0;2.0;2.0;4.0;1;12.0
xeerm;4.0;2.0;2.0;4.0;1;12.0
yaaly;4.0;3.0;3.0;2.0;1;12.0
yauv;4.0;3.0;3.0;3.0;1;13.0
zaarty;3.0;2.0;2.0;5.0;1;12.0
zauh;;;;;1;
zeelt;;;;;1;
zucks;5.0;4.0;4.0;5.0;1;18.0
