id;bimanual_dexterity;depth_perception;efficiency;tissue_handling;rater;GRS
bliuntly;4.0;5.0;4.0;5.0;3;18.0
bluags;2.0;4.0;2.0;4.0;3;12.0
braioth;2.0;3.0;2.0;3.0;3;10.0
broiash;3.0;4.0;4.0;4.0;3;15.0
broil;2.0;4.0;4.0;4.0;3;14.0
buietts;4.0;4.0;4.0;2.0;3;14.0
caiangly;4.0;5.0;5.0;4.0;3;18.0
caib;4.0;4.0;4.0;5.0;3;17.0
caiocts;3.0;4.0;2.0;4.0;3;13.0
ceon;2.0;3.0;3.0;3.0;3;11.0
ceor;2.0;2.0;2.0;3.0;3;9.0
cheish;3.0;5.0;5.0;4.0;3;17.0
cheown;3.0;4.0;4.0;3.0;3;14.0
chuolly;4.0;5.0;3.0;5.0;3;17.0
cieng;3.0;5.0;5.0;4.0;3;17.0
clatch;3.0;3.0;4.0;3.0;3;13.0
clualy;4.0;4.0;4.0;4.0;3;16.0
cluongly;2.0;2.0;3.0;3.0;3;10.0
craias;2.0;4.0;4.0;4.0;3;14.0
crieugy;1.0;3.0;1.0;4.0;3;9.0
criur;3.0;4.0;4.0;3.0;3;14.0
cyclaecs;3.0;4.0;3.0;4.0;3;14.0
cycloegh;4.0;4.0;5.0;3.0;3;16.0
cycloeys;3.0;3.0;3.0;4.0;3;13.0
cycluill;3.0;4.0;2.0;3.0;3;12.0
daeks;3.0;2.0;1.0;4.0;3;10.0
diech;4.0;4.0;3.0;3.0;3;14.0
driaont;3.0;3.0;3.0;3.0;3;12.0
dwiaols;3.0;5.0;5.0;4.0;3;17.0
dwoosm;3.0;3.0;3.0;4.0;3;13.0
dynaaw;3.0;3.0;4.0;2.0;3;12.0
dynaiadly;4.0;3.0;4.0;3.0;3;14.0
dynetz;2.0;3.0;3.0;4.0;3;12.0
dyniabs;2.0;4.0;3.0;3.0;3;12.0
dyniaots;3.0;4.0;4.0;3.0;3;14.0
dynieusts;3.0;4.0;4.0;2.0;3;13.0
dyniuds;4.0;4.0;4.0;3.0;3;15.0
fiaws;5.0;4.0;4.0;4.0;3;17.0
fieud;4.0;4.0;4.0;3.0;3;15.0
flaiolt;3.0;4.0;4.0;2.0;3;13.0
fliully;4.0;4.0;4.0;3.0;3;15.0
floack;5.0;4.0;4.0;4.0;3;17.0
fraiob;3.0;3.0;3.0;3.0;3;12.0
frauetz;3.0;4.0;5.0;3.0;3;15.0
fruilt;4.0;4.0;5.0;3.0;3;16.0
frutt;4.0;4.0;4.0;3.0;3;15.0
gaiong;3.0;3.0;3.0;3.0;3;12.0
geatz;2.0;3.0;2.0;4.0;3;11.0
geord;1.0;2.0;2.0;4.0;3;9.0
ghaiak;2.0;3.0;3.0;3.0;3;11.0
